
556,	687309.920000,	4080039.920000,	5.936245,	2.223325,	13.198204,	
559,	712119.100000,	4406328.960000,	6.187629,	2.278920,	14.101110,	
562,	707785.210000,	4286214.680000,	6.055813,	2.240933,	13.570670,	
565,	714770.540000,	6903418.720000,	9.658231,	2.239081,	21.625558,	
568,	738226.170000,	4634168.110000,	6.277437,	2.288194,	14.363991,	
571,	741998.400000,	4537036.350000,	6.114617,	2.275782,	13.915539,	
574,	767427.430000,	4540332.940000,	5.916303,	2.329236,	13.780466,	
577,	786867.950000,	4618456.810000,	5.869418,	2.363471,	13.872197,	
580,	806141.490000,	8108885.290000,	10.058886,	2.396378,	24.104891,	
583,	782060.950000,	4923726.610000,	6.295835,	2.300930,	14.486278,	
586,	783543.530000,	5163150.630000,	6.589488,	2.281749,	15.035558,	
589,	810920.660000,	5485214.570000,	6.764182,	2.337479,	15.811134,	
592,	808853.650000,	5712036.660000,	7.061891,	2.307951,	16.298498,	
595,	810867.530000,	5772802.200000,	7.119291,	2.290424,	16.306199,	
598,	841521.010000,	5741447.910000,	6.822703,	2.353220,	16.055324,	
601,	836577.390000,	7275348.960000,	8.696564,	2.316099,	20.142106,	
604,	843011.180000,	7396288.020000,	8.773654,	2.310785,	20.274023,	
607,	871387.660000,	7946084.850000,	9.118886,	2.365016,	21.566309,	
610,	864893.150000,	7001739.580000,	8.095497,	2.324357,	18.816822,	
613,	872316.170000,	6442624.760000,	7.385653,	2.321416,	17.145174,	
616,	905651.450000,	7512521.280000,	8.295157,	2.386710,	19.798135,	
619,	894954.610000,	7330953.300000,	8.191425,	2.335714,	19.132827,	
622,	898000.730000,	7388766.330000,	8.228018,	2.321111,	19.098144,	
625,	960494.260000,	8123665.550000,	8.457797,	2.458865,	20.796584,	
628,	932899.550000,	7284472.140000,	7.808421,	2.365460,	18.470506,	
631,	970778.710000,	8131723.600000,	8.376496,	2.438156,	20.423205,	
634,	971332.780000,	8042573.990000,	8.279937,	2.416515,	20.008593,	
637,	961870.580000,	7647253.900000,	7.950398,	2.370488,	18.846324,	
640,	994709.980000,	8935633.630000,	8.983155,	2.428491,	21.815512,	
643,	1035096.370000,	7641143.950000,	7.382060,	2.503565,	18.481467,	
646,	1033484.760000,	8332243.810000,	8.062280,	2.476504,	19.966270,	
649,	1006643.990000,	9715478.300000,	9.651355,	2.389937,	23.066133,	
652,	1005854.630000,	7972634.670000,	7.926230,	2.366138,	18.754551,	
655,	1051490.770000,	8492172.700000,	8.076317,	2.450885,	19.794121,	
658,	1032857.320000,	9510032.180000,	9.207498,	2.385550,	21.964949,	
661,	1066202.720000,	9808562.060000,	9.199528,	2.440264,	22.449280,	
664,	1062546.870000,	9868161.270000,	9.287272,	2.409972,	22.382061,	
667,	1091495.130000,	10346518.490000,	9.479216,	2.453410,	23.256404,	
670,	1091252.250000,	9976516.110000,	9.142264,	2.430947,	22.224362,	
673,	1084317.520000,	10928218.620000,	10.078430,	2.394012,	24.127885,	
676,	1122214.390000,	9214857.080000,	8.211316,	2.455740,	20.164860,	
679,	1108977.430000,	8652825.170000,	7.802526,	2.405377,	18.768017,	
682,	1163175.090000,	9230785.960000,	7.935853,	2.500785,	19.845860,	
685,	1157695.110000,	10192492.090000,	8.804125,	2.467249,	21.721972,	
688,	1172460.190000,	11641111.900000,	9.928791,	2.476973,	24.593344,	
691,	1165209.210000,	11193719.350000,	9.606618,	2.440326,	23.443277,	
694,	1196553.380000,	11974879.620000,	10.007811,	2.484352,	24.862925,	
697,	1243072.490000,	11016017.210000,	8.861927,	2.558768,	22.675614,	
700,	1273796.810000,	11797933.950000,	9.262022,	2.599585,	24.077416,	
703,	1229445.910000,	11565439.600000,	9.407034,	2.487704,	23.401920,	
706,	1249030.640000,	11401133.810000,	9.127986,	2.505900,	22.873817,	
709,	1272564.700000,	12380200.800000,	9.728543,	2.531555,	24.628344,	
712,	1275626.000000,	10803289.750000,	8.469010,	2.516306,	21.310618,	
715,	1246364.020000,	12323710.960000,	9.887730,	2.437995,	24.106237,	
718,	1289090.660000,	12670677.690000,	9.829159,	2.500544,	24.578250,	
721,	1264372.560000,	12696726.570000,	10.041919,	2.432229,	24.424250,	
724,	1312224.980000,	10012242.240000,	7.629974,	2.503405,	19.100917,	
727,	1286924.980000,	12869920.250000,	10.000521,	2.434918,	24.350452,	
730,	1325464.470000,	13280936.460000,	10.019836,	2.487267,	24.922005,	
733,	1340011.970000,	12840223.110000,	9.582170,	2.494025,	23.898169,	
736,	1336588.880000,	11496006.280000,	8.601004,	2.467415,	21.222247,	
739,	1366200.000000,	13617383.450000,	9.967343,	2.501643,	24.934737,	
742,	1391935.160000,	13719901.580000,	9.856710,	2.528199,	24.919722,	
745,	1455053.600000,	12432463.010000,	8.544333,	2.621600,	22.399825,	
748,	1392671.390000,	13932553.140000,	10.004193,	2.489118,	24.901615,	
751,	1426874.460000,	13854181.330000,	9.709461,	2.529915,	24.564108,	
754,	1410788.720000,	13114687.630000,	9.295997,	2.481529,	23.068282,	
