180,4.331704,3.608159,3.918154,
185,3.466087,3.562686,3.924983,
190,3.379518,3.544206,3.824520,
195,3.473342,3.636785,6.577384,
200,3.500649,3.503018,4.145288,
205,3.683368,3.653146,7.088301,
210,3.369173,3.533579,3.906413,
215,3.450917,3.529896,3.978298,
220,3.358660,3.507487,3.963031,
225,3.451556,3.522696,4.080521,
230,3.356950,3.522476,3.927295,
235,3.446042,3.559389,4.039612,
240,3.728348,3.481275,7.987537,
245,3.452599,3.531043,5.718509,
250,3.352869,3.514869,4.288611,
255,3.440553,3.512023,4.339459,
260,3.313099,3.507713,7.956688,
265,3.437357,3.545098,9.549773,
270,3.355016,3.541152,11.009351,
275,3.432513,3.552322,12.198492,
280,3.468449,3.512263,13.585429,
285,3.430500,3.562382,14.250264,
290,3.352810,3.551805,15.127041,
295,3.432348,3.572710,15.787574,
300,3.303377,3.536311,16.511158,
305,3.424739,3.596674,16.492080,
310,3.362152,3.551588,17.143475,
315,3.457388,3.607546,16.644085,
320,5.283359,3.507822,16.216755,
325,3.438245,3.569407,17.892088,
330,3.393854,3.546644,17.815749,
335,3.468438,3.570558,18.197852,
340,3.351051,3.519908,18.235034,
345,3.485533,3.560873,18.516227,
350,3.417903,3.541176,18.576582,
355,3.510637,3.569747,18.853262,
360,3.539709,3.501240,18.879684,
365,4.142071,3.565795,19.090825,
370,4.579066,3.535404,19.270112,
375,5.271837,3.561767,19.458967,
380,5.659675,3.511079,19.677012,
385,6.350849,3.554803,20.455300,
390,7.440569,3.546018,19.979295,
395,8.185119,3.572800,20.260829,
400,9.019947,3.497362,19.964745,
405,8.776154,3.567136,20.656966,
410,9.379132,3.534645,21.091741,
415,9.328793,3.557333,21.106366,
420,9.376401,3.511838,21.107560,
425,9.630551,3.554532,21.476116,
430,9.809179,3.528656,21.542466,
435,9.941615,3.559387,21.876383,
440,10.205376,3.490755,22.259712,
445,10.253009,3.555080,22.317975,
450,10.424788,3.532342,22.429330,
455,10.719623,3.561759,22.507085,
460,10.907111,3.510392,22.768215,
465,10.956358,3.558205,23.040097,
470,11.182591,3.529361,23.174927,
475,11.264736,3.552841,23.237397,
480,10.637289,3.487316,22.095680,
485,11.509966,3.559799,23.687351,
490,11.721957,3.529487,23.875945,
495,11.818666,3.555108,24.066493,
500,12.011085,3.507962,24.333716,
505,12.108349,3.552497,24.521627,
510,12.185119,3.524964,24.982661,
515,12.288581,3.553132,25.506201,
520,12.370898,3.488046,24.943585,
525,12.435208,3.553666,24.911265,
530,12.430312,3.525989,24.848812,
535,12.392523,3.553743,24.883009,
540,12.468682,3.505751,24.984676,
545,12.375867,3.554596,24.966836,
550,12.499225,3.529492,24.982137,
555,12.511014,3.551246,25.079549,
560,11.714784,3.486373,24.198866,
565,12.502315,3.553145,24.973902,
570,12.556549,3.523394,25.228081,
575,12.348899,3.548616,25.152408,
580,12.570761,3.500718,25.256611,
585,12.248415,3.554163,25.126068,
590,12.624268,3.521098,25.267693,
595,12.582198,3.548384,25.309475,
600,12.653141,3.481517,25.321212,
605,12.660726,3.553694,25.352784,
610,12.655320,3.520729,25.355861,
615,12.646559,3.547148,25.570347,
620,12.681115,3.497136,25.388368,
625,12.709575,3.544111,25.482961,
630,12.518337,3.520570,25.497839,
635,12.761930,3.544702,25.621041,
640,11.195478,3.479269,21.960950,
645,13.061145,3.549217,25.630050,
650,13.075256,3.523824,25.617298,
655,13.071060,3.545641,25.641031,
660,13.091560,3.501369,25.787298,
665,13.113983,3.548242,25.741233,
670,13.120681,3.521683,25.851002,
675,13.133570,3.549593,25.823201,

