1425,23.737310,28.529377,17.739396,
1440,28.838033,25.211885,18.354015,
1455,23.360390,30.653068,17.958733,
1470,25.149878,23.441138,18.209896,
1485,24.021742,28.845790,18.379486,
1500,27.652365,23.464014,18.336801,
1515,23.714766,29.487389,18.499229,
1530,25.538885,23.643334,18.654630,
1545,24.505181,28.766653,18.654839,
1560,29.485524,24.516605,19.160037,
1575,23.903733,29.719969,18.642733,
1590,25.836559,23.877850,18.816816,
1605,24.521089,29.056367,18.979830,
1620,28.502028,23.930783,18.927493,
1635,24.083115,29.785560,19.025233,
1650,26.000035,24.014639,18.898646,
1665,24.708823,29.147653,18.828115,
1680,30.225668,25.230344,19.356854,
1695,24.249779,30.130266,18.991876,
1710,26.218266,24.188542,18.969034,
1725,24.920053,29.229165,19.044344,
1740,29.504384,24.262577,19.147047,
1755,24.393803,29.921229,19.202404,
1770,26.555160,24.293757,19.087009,
1785,25.110011,29.262769,19.240239,
1800,30.989761,24.896917,19.536638,
1815,24.547455,30.016489,19.039925,
1830,26.723048,24.332019,18.870873,
1845,25.007545,29.206704,18.735307,
1860,30.009882,24.220442,18.831074,
1875,24.427876,29.874329,18.398293,
1890,26.746289,24.223832,18.390378,
1905,24.891907,29.193814,18.258650,
1920,31.053350,25.700681,19.090459,
1935,24.331961,30.211607,18.017639,
1950,26.541515,24.326510,17.996754,
1965,24.777648,29.218963,17.885755,
1980,29.952544,24.151100,18.327822,
1995,24.293274,30.005094,17.745616,
2010,26.714461,24.304885,17.672468,
2025,24.870988,29.154057,17.524474,
2040,30.759917,24.880488,18.482641,
2055,24.502337,30.178935,17.497858,
2070,26.671676,24.322698,17.340468,
2085,24.952007,29.174077,18.928276,
2100,29.647769,24.238609,19.313224,
2115,24.469651,29.663717,17.122442,
2130,26.361478,24.421037,16.931521,
2145,25.098259,29.177525,16.812019,
2160,31.359607,26.051440,17.764969,
2175,24.738069,30.196640,16.697952,
2190,26.318047,24.426928,16.595242,
2205,25.450909,29.259139,16.623780,
2220,29.284334,24.358884,16.741123,
2235,25.000481,29.945829,16.501092,
2250,26.260881,24.431686,16.450931,
2265,25.566365,29.115562,16.399561,
2280,30.635808,25.172122,17.138835,
2295,25.113238,30.280367,16.390794,
2310,26.157680,24.525445,16.272204,
2325,25.726209,29.255492,16.268147,
2340,28.797019,24.470852,16.254115,
2355,25.415136,30.074573,16.146841,
2370,26.237606,24.561725,16.083959,
2385,25.863886,29.170445,16.007867,
2400,31.837097,26.768844,17.284417,
2415,25.604168,30.261914,15.974792,
2430,26.310526,24.588587,15.999830,
2445,25.991366,29.255256,16.035942,
2460,28.846930,24.743550,15.949982,
2475,25.543399,29.961662,15.947412,
2490,26.322821,24.667383,15.864935,
2505,26.080016,29.153573,15.870078,
2520,30.420551,25.511927,16.741765,
2535,25.458424,30.320320,15.779978,
2550,26.246926,24.787808,15.864554,
2565,25.945629,29.119571,15.914900,
2580,28.676548,24.931429,15.748535,
2595,25.621787,30.150820,15.846519,
2610,26.416645,24.845140,15.743942,
2625,26.368953,29.227118,15.653543,
2640,32.795911,27.448521,17.419816,
2655,26.140865,30.241468,15.705220,
2670,26.718100,24.966415,15.707049,
2685,26.758458,29.312425,15.670628,
2700,29.282406,25.090294,15.728333,
2715,26.392416,30.125221,15.805296,
2730,26.841717,25.035645,15.730996,
2745,26.992138,29.118529,15.627344,
2760,31.351856,25.973089,16.730853,
2775,26.654903,30.324040,15.697765,
2790,27.099256,25.079272,15.756870,
2805,27.338713,29.162215,15.768516,
2820,29.464566,25.321764,15.773257,
2835,26.850767,30.101760,15.756357,
2850,27.277246,25.146825,15.757968,
2865,27.340332,29.118777,15.632804,
2880,33.396653,28.075976,17.400250,
2895,27.018605,30.107430,15.617299,
2910,27.485489,25.280796,15.722517,
2925,27.413385,29.130506,15.630473,
2940,29.855114,25.568976,15.676829,
2955,27.322866,30.665087,15.649879,
2970,27.521416,25.325702,15.653284,
2985,27.446070,29.065005,15.574809,
3000,31.651707,26.599563,16.725465,
3015,26.827307,30.076726,15.559406,
3030,27.578666,25.406885,15.712588,
3045,27.350045,29.040065,15.608657,
3060,29.995572,25.835279,15.825628,
3075,26.790100,29.924789,15.713652,
3090,27.637395,25.493674,15.843203,
3105,27.475043,29.005896,15.636686,
3120,33.630945,28.743484,17.345147,
3135,27.365103,29.960401,15.703046,
3150,28.017212,25.705059,15.772502,
3165,27.891943,28.985615,15.771290,
3180,30.492155,26.188854,15.820884,
3195,27.707581,30.093908,15.813665,
3210,28.333765,25.822716,15.859797,
3225,28.279158,28.973671,15.849227,
3240,32.741485,27.314468,17.016996,
3255,28.048615,30.112417,15.936502,
3270,28.644087,25.978002,16.051711,
3285,28.522139,29.058521,15.971313,
3300,30.841264,26.561739,16.006283,
3315,28.110131,30.070546,16.054300,
3330,28.702603,26.135570,16.189438,
3345,28.763912,28.995901,16.025460,
3360,34.728963,29.310237,17.649467,
3375,28.288206,30.167575,16.155530,
3390,28.947193,26.330863,16.228018,
3405,28.947315,29.111051,16.298194,
3420,31.272008,27.052793,16.365655,
3435,28.521088,30.094888,16.331319,
3450,29.247349,26.530911,16.397968,
3465,28.923104,29.067216,16.448975,
3480,33.753640,28.233186,17.552272,
3495,28.433010,30.323694,16.561761,
3510,29.372917,26.647565,16.524051,
3525,28.977061,29.141500,16.513880,
3540,31.598826,27.365787,16.515636,
3555,28.357797,30.064042,16.489695,
3570,29.183263,26.734670,16.609189,
3585,28.263041,29.092866,16.740136,
3600,35.121536,29.982421,17.968637,
3615,28.340240,30.197581,16.542137,
3630,29.406702,26.878751,16.469652,
3645,29.022592,29.014918,16.422110,
3660,32.161416,27.642674,16.544855,
3675,28.778110,29.988503,16.497734,
3690,29.652584,26.935781,16.428401,
3705,29.261944,28.959970,16.511343,
3720,34.587802,28.894258,17.711913,
3735,29.004015,30.208194,16.443973,
3750,29.866685,27.037540,16.409862,
3765,29.426149,28.988009,16.398617,
3780,32.465388,27.904738,16.505128,
3795,29.012156,29.949077,16.327713,
3810,29.931651,27.155073,16.303234,
3825,29.324853,28.966023,16.372038,
3840,106.425299,60.108996,37.815704,
3855,28.802164,30.164396,16.310575,
3870,29.942538,27.280500,16.253102,
3885,29.635497,29.000891,16.321422,
3900,32.855119,28.213484,16.537784,
3915,29.298872,29.798014,16.375361,
3930,30.212697,27.380221,16.411816,
3945,29.699135,28.916175,16.466809,
3960,35.404148,29.658936,18.384814,
3975,29.311021,30.133911,16.554957,
3990,30.418419,27.558457,16.688521,
4005,29.702967,29.042823,16.758910,
4020,34.172268,28.662143,17.413705,
4035,29.435099,29.969135,16.874593,
4050,30.790331,27.704781,16.959387,
4065,29.672340,28.998180,17.009264,
4080,37.628872,31.554941,19.340593,
4095,28.943147,30.441762,17.067652,
4110,31.242229,27.836481,17.194482,
4125,29.843043,29.081569,16.924814,
4140,34.519611,28.881797,17.586082,
4155,29.578896,30.178255,16.781846,
4170,30.543541,27.816028,16.712603,
4185,29.538371,29.043537,16.594737,
4200,35.496801,30.205115,18.135727,
4215,29.435117,30.399563,16.473013,
4230,30.333224,27.811520,16.466735,
4245,29.896358,29.085972,16.431418,
4260,33.202794,28.860639,16.650486,
4275,29.534839,30.185863,16.406130,
4290,30.227734,27.794315,16.333099,
4305,29.841331,28.971140,16.498897,
4320,36.892689,31.668228,18.083264,
4335,29.013092,30.345634,16.252679,
4350,30.248138,27.783371,16.213094,
4365,29.916213,29.058738,16.181497,
4380,32.810379,28.842751,16.321048,
4395,29.498411,30.080085,16.146689,
4410,30.115150,27.776953,16.127312,
4425,30.080378,28.941207,16.150273,
4440,34.758104,30.198489,17.471950,
4455,29.498291,30.334572,16.061453,
4470,30.134156,27.777106,16.082384,
4485,29.812752,29.039896,16.081647,
4500,32.626542,28.788094,16.272994,

